user_id,tag_id
60440022,90079
59812023,90057
59812023,90069
52580023,90079
59008212,90079
63727746,90057
63727746,90064
51586815,90079
51462384,90079
52668822,90059
52668822,90078
52668822,90057
60527049,90079
63249479,90065
63249479,90057
64268864,90062
64268864,90057
59595713,90057
59595713,90069
63855437,90063
63855437,90057
45558313,90057
45558313,90064
59180234,90079
62526186,90067
62526186,90057
