4002667,90000,-
4002667,90204,-
4002667,90206,-
4002879,90000,-
4002879,90206,-
4002879,90205,-
4002650,90000,-
4002650,90206,-
4002650,90204,-
4002673,90061,t1
4002673,90000,-
4002673,90208,-
4002673,90204,-
4002740,90000,-
4002740,90204,-
4002740,90203,-
4002817,90000,-
4002817,90202,-
4002817,90204,-
4002835,90101,-
4002835,90100,-
4002835,90206,-
4002835,90207,-
4002661,90055,m5
4002661,90000,-
4002661,90203,-
4002661,90201,-
4002761,90062,t2
4002761,90000,-
4002761,90202,-
4002761,90207,-
4002783,90000,-
4002783,90203,-
4002783,90202,-
4002813,90059,m9
4002813,90000,-
4002813,90206,-
4002813,90207,-
4002875,90000,-
4002875,90208,-
4002875,90204,-
4002665,90061,t1
4002665,90000,-
4002665,90201,-
4002665,90205,-
4002705,89999,-
4002705,90206,-
4002705,90208,-
4002841,90041,w41
4002841,90000,-
4002841,90202,-
4002841,90208,-
4002874,90026,w26
4002874,90000,-
4002874,90203,-
4002874,90207,-
4002767,90062,t2
4002767,90000,-
4002767,90206,-
4002767,90203,-
4002812,90000,-
4002812,90207,-
4002812,90206,-
4002845,90000,-
4002845,90207,-
4002845,90202,-
4002915,90054,m4
4002915,90000,-
4002915,90208,-
4002915,90205,-
4002710,89999,-
4002710,90201,-
4002710,90207,-
4002753,90000,-
4002753,90204,-
4002753,90208,-
4002788,90000,-
4002788,90202,-
4002788,90207,-
4002892,90038,w38
4002892,90000,-
4002892,90201,-
4002892,90202,-
4002900,90042,w42
4002900,90000,-
4002900,90201,-
4002900,90202,-
4002635,90061,t1
4002635,90000,-
4002635,90201,-
4002635,90208,-
4002738,90062,t2
4002738,90000,-
4002738,90207,-
4002738,90205,-
4002762,89999,-
4002762,90201,-
4002762,90206,-
4002860,90000,-
4002860,90204,-
4002860,90208,-
4002878,90000,-
4002878,90201,-
4002878,90203,-
4002881,90061,t1
4002881,90000,-
4002881,90203,-
4002881,90207,-
4002886,90000,-
4002886,90208,-
4002886,90202,-
4002893,90000,-
4002893,90208,-
4002893,90206,-
4002728,90000,-
4002728,90206,-
4002728,90205,-
4002785,89999,-
4002785,90203,-
4002785,90201,-
4002688,90000,-
4002688,90208,-
4002688,90202,-
4002618,90061,t1
4002618,90000,-
4002618,90208,-
4002618,90202,-
4002777,90061,t1
4002777,90000,-
4002777,90206,-
4002777,90207,-
4002797,90058,m8
4002797,90000,-
4002797,90202,-
4002797,90205,-
4002891,90063,t3
4002891,90000,-
4002891,90205,-
4002891,90206,-
4002903,90020,w20
4002903,90000,-
4002903,90207,-
4002903,90205,-
4002619,90000,-
4002619,90201,-
4002619,90208,-
4002680,90000,-
4002680,90206,-
4002680,90205,-
4002684,90010,w10
4002684,90000,-
4002684,90205,-
4002684,90202,-
4002699,90000,-
4002699,90204,-
4002699,90205,-
4002716,90062,t2
4002716,90000,-
4002716,90202,-
4002716,90205,-
4002729,90062,t2
4002729,90000,-
4002729,90208,-
4002729,90207,-
4002856,90000,-
4002856,90205,-
4002856,90203,-
4002898,90103,-
4002898,90100,-
4002898,90205,-
4002898,90201,-
4002654,90062,t2
4002654,90000,-
4002654,90208,-
4002654,90201,-
4002662,90000,-
4002662,90201,-
4002662,90208,-
4002801,90000,-
4002801,90204,-
4002801,90207,-
4002708,90006,w6
4002708,90000,-
4002708,90204,-
4002708,90206,-
4002800,90030,w30
4002800,90000,-
4002800,90203,-
4002800,90205,-
4002643,90062,t2
4002643,90000,-
4002643,90207,-
4002643,90203,-
4002747,90101,-
4002747,90100,-
4002747,90208,-
4002747,90206,-
4002832,90054,m4
4002832,90000,-
4002832,90202,-
4002832,90204,-
4002686,90000,-
4002686,90203,-
4002686,90202,-
4002625,90062,t2
4002625,90000,-
4002625,90204,-
4002625,90201,-
4002694,90013,w13
4002694,90000,-
4002694,90204,-
4002694,90203,-
4002692,90000,-
4002692,90207,-
4002692,90201,-
4002730,90000,-
4002730,90204,-
4002730,90202,-
4002648,90102,-
4002648,90100,-
4002648,90203,-
4002648,90204,-
4002733,90000,-
4002733,90206,-
4002733,90203,-
4002864,90015,w15
4002864,90000,-
4002864,90203,-
4002864,90204,-
4002652,90000,-
4002652,90202,-
4002652,90207,-
4002789,90053,m3
4002789,90000,-
4002789,90202,-
4002789,90208,-
4002639,90062,t2
4002639,90000,-
4002639,90203,-
4002639,90201,-
4002764,90000,-
4002764,90204,-
4002764,90207,-
4002776,90063,t3
4002776,90000,-
4002776,90206,-
4002776,90204,-
4002799,90061,t1
4002799,90000,-
4002799,90206,-
4002799,90203,-
4002847,90000,-
4002847,90203,-
4002847,90205,-
4002912,90039,w39
4002912,90000,-
4002912,90201,-
4002912,90208,-
4002717,90063,t3
4002717,90000,-
4002717,90204,-
4002717,90208,-
4002837,90062,t2
4002837,90000,-
4002837,90207,-
4002837,90206,-
4002889,90063,t3
4002889,90000,-
4002889,90201,-
4002889,90203,-
4002904,90101,-
4002904,90100,-
4002904,90201,-
4002904,90204,-
4002655,90000,-
4002655,90204,-
4002655,90206,-
4002751,90041,w41
4002751,90000,-
4002751,90207,-
4002751,90208,-
4002628,90000,-
4002628,90203,-
4002628,90201,-
4002627,90000,-
4002627,90207,-
4002627,90204,-
4002685,90037,w37
4002685,90000,-
4002685,90207,-
4002685,90204,-
4002726,90000,-
4002726,90208,-
4002726,90207,-
4002814,90041,w41
4002814,90000,-
4002814,90203,-
4002814,90202,-
4002782,90063,t3
4002782,90000,-
4002782,90203,-
4002782,90206,-
4002834,90000,-
4002834,90203,-
4002834,90205,-
4002873,90052,m2
4002873,90000,-
4002873,90205,-
4002873,90201,-
4002629,90000,-
4002629,90201,-
4002629,90207,-
4002663,90000,-
4002663,90203,-
4002663,90207,-
4002677,90000,-
4002677,90203,-
4002677,90207,-
4002711,89999,-
4002711,90204,-
4002711,90208,-
4002827,90062,t2
4002827,90000,-
4002827,90204,-
4002827,90201,-
4002839,90000,-
4002839,90206,-
4002839,90205,-
4002790,90000,-
4002790,90206,-
4002790,90207,-
4002698,90057,m7
4002698,90000,-
4002698,90206,-
4002698,90208,-
4002763,90063,t3
4002763,90000,-
4002763,90207,-
4002763,90204,-
4002820,90000,-
4002820,90207,-
4002820,90208,-
4002916,90103,-
4002916,90100,-
4002916,90202,-
4002916,90201,-
4002798,90062,t2
4002798,90000,-
4002798,90205,-
4002798,90208,-
4002637,90000,-
4002637,90206,-
4002637,90207,-
4002668,90000,-
4002668,90207,-
4002668,90202,-
4002838,90000,-
4002838,90204,-
4002838,90202,-
4002917,90056,m6
4002917,90000,-
4002917,90204,-
4002917,90207,-
4002700,90052,m2
4002700,90000,-
4002700,90202,-
4002700,90201,-
4002741,90061,t1
4002741,90000,-
4002741,90201,-
4002741,90205,-
4002805,90063,t3
4002805,90000,-
4002805,90202,-
4002805,90203,-
4002871,90063,t3
4002871,90000,-
4002871,90201,-
4002871,90207,-
4002621,90063,t3
4002621,90000,-
4002621,90207,-
4002621,90206,-
4002779,90000,-
4002779,90203,-
4002779,90202,-
4002815,90042,w42
4002815,90000,-
4002815,90203,-
4002815,90204,-
4002696,90000,-
4002696,90205,-
4002696,90206,-
4002756,89999,-
4002756,90208,-
4002756,90202,-
4002828,90000,-
4002828,90201,-
4002828,90203,-
4002631,90063,t3
4002631,90000,-
4002631,90203,-
4002631,90202,-
4002737,90000,-
4002737,90208,-
4002737,90201,-
4002844,90000,-
4002844,90202,-
4002844,90206,-
4002866,90062,t2
4002866,90000,-
4002866,90201,-
4002866,90203,-
4002630,90052,m2
4002630,90000,-
4002630,90201,-
4002630,90202,-
4002636,90058,m8
4002636,90000,-
4002636,90207,-
4002636,90204,-
4002658,90000,-
4002658,90202,-
4002658,90201,-
4002707,90061,t1
4002707,90000,-
4002707,90203,-
4002707,90206,-
4002712,90000,-
4002712,90201,-
4002712,90207,-
4002759,90000,-
4002759,90206,-
4002759,90202,-
4002823,90000,-
4002823,90202,-
