4002823,90204,-
4002865,90000,-
4002865,90204,-
4002865,90203,-
4002678,90000,-
4002678,90203,-
4002678,90202,-
4002689,90063,t3
4002689,90000,-
4002689,90205,-
4002689,90203,-
4002765,90000,-
4002765,90208,-
4002765,90206,-
4002826,90000,-
4002826,90202,-
4002826,90207,-
4002888,90063,t3
4002888,90000,-
4002888,90204,-
4002888,90202,-
4002908,90000,-
4002908,90201,-
4002908,90202,-
4002758,90017,w17
4002758,90000,-
4002758,90207,-
4002758,90203,-
4002816,90058,m8
4002816,90000,-
4002816,90208,-
4002816,90204,-
4002623,90000,-
4002623,90205,-
4002623,90208,-
4002703,90000,-
4002703,90204,-
4002703,90203,-
4002774,90056,m6
4002774,90000,-
4002774,90203,-
4002774,90204,-
4002870,90000,-
4002870,90207,-
4002870,90206,-
4002899,90000,-
4002899,90204,-
4002899,90205,-
4002830,90043,w43
4002830,90000,-
4002830,90203,-
4002830,90207,-
4002719,90000,-
4002719,90208,-
4002719,90202,-
4002819,90000,-
4002819,90206,-
4002819,90208,-
4002831,90025,w25
4002831,90000,-
4002831,90208,-
4002831,90206,-
4002682,90059,m9
4002682,90000,-
4002682,90207,-
4002682,90204,-
4002695,90000,-
4002695,90208,-
4002695,90203,-
4002709,90000,-
4002709,90206,-
4002709,90207,-
4002659,90043,w43
4002659,90000,-
4002659,90202,-
4002659,90206,-
4002739,90000,-
4002739,90208,-
4002739,90206,-
4002724,90061,t1
4002724,90000,-
4002724,90203,-
4002724,90204,-
4002855,90055,m5
4002855,90000,-
4002855,90204,-
4002855,90206,-
4002633,90000,-
4002633,90204,-
4002633,90202,-
4002641,90004,w4
4002641,90000,-
4002641,90207,-
4002641,90201,-
4002743,90063,t3
4002743,90000,-
4002743,90204,-
4002743,90201,-
4002905,90000,-
4002905,90204,-
4002905,90202,-
4002626,90054,m4
4002626,90000,-
4002626,90203,-
4002626,90201,-
4002771,90063,t3
4002771,90000,-
4002771,90204,-
4002771,90208,-
4002849,90000,-
4002849,90207,-
4002849,90203,-
4002656,90063,t3
4002656,90000,-
4002656,90203,-
4002656,90208,-
4002742,90000,-
4002742,90206,-
4002742,90201,-
4002807,90003,w3
4002807,90000,-
4002807,90206,-
4002807,90203,-
4002858,90000,-
4002858,90205,-
4002858,90203,-
4002745,90101,-
4002745,90100,-
4002745,90203,-
4002745,90204,-
4002902,90000,-
4002902,90207,-
4002902,90202,-
4002853,90008,w8
4002853,90000,-
4002853,90207,-
4002853,90206,-
4002907,90000,-
4002907,90205,-
4002907,90207,-
4002769,90059,m9
4002769,90000,-
4002769,90201,-
4002769,90208,-
4002647,90051,m1
4002647,90000,-
4002647,90201,-
4002647,90208,-
4002676,90063,t3
4002676,90000,-
4002676,90201,-
4002676,90208,-
4002857,90061,t1
4002857,90000,-
4002857,90202,-
4002857,90205,-
4002793,90000,-
4002793,90207,-
4002793,90201,-
4002842,90063,t3
4002842,90000,-
4002842,90207,-
4002842,90206,-
4002704,90005,w5
4002704,90000,-
4002704,90201,-
4002704,90204,-
4002752,90000,-
4002752,90202,-
4002752,90203,-
4002862,90061,t1
4002862,90000,-
4002862,90205,-
4002862,90202,-
4002731,90061,t1
4002731,90000,-
4002731,90206,-
4002731,90204,-
4002833,89999,-
4002833,90201,-
4002833,90203,-
4002634,90000,-
4002634,90206,-
4002634,90202,-
4002644,90000,-
4002644,90202,-
4002644,90208,-
4002869,90028,w28
4002869,90000,-
4002869,90207,-
4002869,90206,-
4002787,90000,-
4002787,90205,-
4002787,90207,-
4002806,90063,t3
4002806,90000,-
4002806,90205,-
4002806,90202,-
4002822,90063,t3
4002822,90000,-
4002822,90208,-
4002822,90201,-
4002913,89999,-
4002913,90202,-
4002913,90208,-
4002679,90000,-
4002679,90206,-
4002679,90208,-
4002768,90063,t3
4002768,90000,-
4002768,90201,-
4002768,90208,-
4002811,90000,-
4002811,90201,-
4002811,90206,-
4002861,90061,t1
4002861,90000,-
4002861,90206,-
4002861,90205,-
4002894,90000,-
4002894,90206,-
4002894,90208,-
4002666,90000,-
4002666,90208,-
4002666,90201,-
4002757,89999,-
4002757,90208,-
4002757,90201,-
4002624,90000,-
4002624,90204,-
4002624,90205,-
4002867,90000,-
4002867,90208,-
4002867,90206,-
4002877,90061,t1
4002877,90000,-
4002877,90206,-
4002877,90208,-
4002852,90000,-
4002852,90203,-
4002852,90207,-
4002890,90061,t1
4002890,90000,-
4002890,90205,-
4002890,90202,-
4002911,90000,-
4002911,90205,-
4002911,90202,-
4002653,90102,-
4002653,90100,-
4002653,90207,-
4002653,90204,-
4002664,90023,w23
4002664,90000,-
4002664,90206,-
4002664,90205,-
4002780,90000,-
4002780,90206,-
4002780,90202,-
4002824,90055,m5
4002824,90000,-
4002824,90202,-
4002824,90201,-
4002859,90063,t3
4002859,90000,-
4002859,90208,-
4002859,90201,-
4002646,90054,m4
4002646,90000,-
4002646,90208,-
4002646,90205,-
4002706,90005,w5
4002706,90000,-
4002706,90205,-
4002706,90202,-
4002910,90000,-
4002910,90201,-
4002910,90205,-
4002642,90000,-
4002642,90205,-
4002642,90203,-
4002754,90063,t3
4002754,90000,-
4002754,90205,-
4002754,90206,-
4002720,90017,w17
4002720,90000,-
4002720,90202,-
4002720,90207,-
4002781,90005,w5
4002781,90000,-
4002781,90204,-
4002781,90202,-
4002721,90000,-
4002721,90205,-
4002721,90206,-
4002784,90062,t2
4002784,90000,-
4002784,90204,-
4002784,90202,-
4002851,90000,-
4002851,90207,-
4002851,90201,-
4002854,90061,t1
4002854,90000,-
4002854,90201,-
4002854,90207,-
4002895,90000,-
4002895,90201,-
4002895,90208,-
4002725,90059,m9
4002725,90000,-
4002725,90204,-
4002725,90207,-
4002744,90019,w19
4002744,90000,-
4002744,90204,-
4002744,90202,-
4002791,90063,t3
4002791,90000,-
4002791,90203,-
4002791,90207,-
4002850,90063,t3
4002850,90000,-
4002850,90204,-
4002850,90208,-
4002620,90101,-
4002620,90100,-
4002620,90206,-
4002620,90207,-
4002640,90000,-
4002640,90205,-
4002640,90204,-
4002657,90000,-
4002657,90203,-
4002657,90206,-
4002773,90000,-
4002773,90202,-
4002773,90201,-
4002840,90063,t3
4002840,90000,-
4002840,90202,-
4002840,90204,-
4002683,90001,w1
4002683,90000,-
4002683,90204,-
4002683,90206,-
4002702,90000,-
4002702,90203,-
4002702,90205,-
4002818,89999,-
4002818,90203,-
4002818,90207,-
4002792,90059,m9
4002792,90000,-
4002792,90204,-
4002792,90205,-
4002691,90061,t1
4002691,90000,-
4002691,90204,-
4002691,90205,-
4002882,90052,m2
4002882,90000,-
4002882,90207,-
4002882,90204,-
4002645,90052,m2
4002645,90000,-
4002645,90204,-
4002645,90208,-
4002649,90054,m4
4002649,90000,-
4002649,90207,-
4002649,90205,-
4002810,90063,t3
4002810,90000,-
4002810,90203,-
4002810,90206,-
4002863,90021,w21
4002863,90000,-
4002863,90204,-
4002863,90202,-
4002868,90000,-
4002868,90205,-
4002868,90208,-
4002885,90043,w43
4002885,90000,-
4002885,90205,-
4002885,90202,-
4002617,90062,t2
4002617,90000,-
4002617,90208,-
4002617,90201,-
4002671,90000,-
4002671,90207,-
4002671,90201,-
4002674,90000,-
4002674,90204,-
4002674,90201,-
4002693,90054,m4
4002693,90000,-
4002693,90201,-
4002693,90203,-
4002722,90000,-
4002722,90202,-
4002722,90205,-
4002746,90063,t3
4002746,90000,-
4002746,90203,-
4002746,90202,-
4002775,90058,m8
4002775,90000,-
4002775,90208,-
4002775,90207,-
4002836,90056,m6
4002836,90000,-
4002836,90206,-
4002836,90208,-
4002896,90000,-
4002896,90207,-
4002896,90208,-
4002914,90000,-
4002914,90202,-
4002914,90207,-
4002660,90000,-
4002660,90207,-
4002660,90208,-
4002681,90032,w32
4002681,90000,-
4002681,90207,-
4002681,90203,-
4002723,90000,-
4002723,90202,-
4002723,90205,-
4002735,90000,-
4002735,90202,-
4002735,90205,-
4002770,90000,-
4002770,90207,-
4002770,90201,-
4002906,90000,-
4002906,90208,-
4002906,90207,-
4002690,90000,-
4002690,90206,-
4002690,90207,-
4002760,90052,m2
4002760,90000,-
4002760,90204,-
4002760,90206,-
4002795,90101,-
4002795,90100,-
4002795,90206,-
4002795,90203,-
4002843,90000,-
4002843,90204,-
4002843,90208,-
4002713,90000,-
4002713,90207,-
4002713,90203,-
4002803,90054,m4
4002803,90000,-
4002803,90204,-
4002803,90201,-
4002804,90062,t2
4002804,90000,-
4002804,90201,-
4002804,90205,-
4002901,90000,-
4002901,90206,-
4002901,90201,-
4002755,90063,t3
4002755,90000,-
4002755,90202,-
4002755,90201,-
4002669,90000,-
4002669,90204,-
4002669,90207,-
4002718,90057,m7
4002718,90000,-
4002718,90205,-
4002718,90208,-
4002714,90062,t2
4002714,90000,-
4002714,90202,-
4002714,90201,-
4002727,90055,m5
4002727,90000,-
4002727,90208,-
4002727,90201,-
4002883,90000,-
4002883,90208,-
4002883,90201,-
4002887,90000,-
4002887,90208,-
4002887,90205,-
4002846,90058,m8
4002846,90000,-
4002846,90202,-
4002846,90201,-
4002909,90063,t3
4002909,90000,-
4002909,90205,-
4002909,90201,-
4002651,90061,t1
4002651,90000,-
4002651,90202,-
4002651,90204,-
4002796,90000,-
4002796,90204,-
4002796,90207,-
4002808,90061,t1
4002808,90000,-
4002808,90206,-
4002808,90202,-
4002872,90000,-
4002872,90208,-
4002872,90205,-
4002876,90062,t2
4002876,90000,-
4002876,90205,-
4002876,90204,-
4002670,90061,t1
4002670,90000,-
4002670,90203,-
4002670,90204,-
4002675,90000,-
4002675,90204,-
4002675,90201,-
4002701,90051,m1
4002701,90000,-
4002701,90207,-
4002701,90201,-
4002736,90000,-
4002736,90208,-
4002736,90201,-
4002884,90000,-
4002884,90206,-
4002884,90202,-
4002772,90041,w41
4002772,90000,-
4002772,90201,-
4002772,90206,-
4002734,90040,w40
4002734,90000,-
4002734,90203,-
4002734,90208,-
4002786,90063,t3
4002786,90000,-
4002786,90206,-
4002786,90201,-
4002821,89999,-
4002821,90205,-
4002821,90206,-
4002848,90061,t1
4002848,90000,-
4002848,90206,-
4002848,90205,-
4002897,90033,w33
4002897,90000,-
4002897,90201,-
4002897,90205,-
4002638,90000,-
4002638,90207,-
4002638,90206,-
4002672,90061,t1
4002672,90000,-
4002672,90207,-
4002672,90204,-
4002687,90000,-
4002687,90201,-
4002687,90204,-
4002715,90000,-
4002715,90205,-
4002715,90208,-
4002732,90062,t2
4002732,90000,-
4002732,90206,-
4002732,90201,-
4002750,90044,w44
4002750,90000,-
4002750,90201,-
4002750,90202,-
4002829,90062,t2
4002829,90000,-
4002829,90206,-
4002829,90207,-
4002632,90000,-
4002632,90204,-
4002632,90203,-
4002748,90000,-
4002748,90204,-
4002748,90206,-
4002778,90008,w8
4002778,90000,-
4002778,90207,-
4002778,90205,-
4002809,90000,-
4002809,90203,-
4002809,90201,-
4002697,89999,-
4002697,90207,-
4002697,90201,-
4002749,90058,m8
4002749,90000,-
4002749,90205,-
4002749,90202,-
4002766,90016,w16
4002766,90000,-
4002766,90203,-
4002766,90204,-
4002794,90062,t2
4002794,90000,-
4002794,90205,-
4002794,90203,-
4002802,90062,t2
4002802,90000,-
4002802,90203,-
4002802,90205,-
4002825,90029,w29
4002825,90000,-
4002825,90208,-
4002825,90205,-
4002880,90063,t3
4002880,90000,-
4002880,90206,-
4002880,90202,-
